top_artist,top_five_artists,top_five_songs,top_times_played,top_genres
"
Your number one artist so far is The Weeknd

","
Your top 5 artists so far are The Weeknd, Michael Jackson, Radiohead, Bad Bunny, Deftones

","
Your top 5 songs so far are House Of Balloons / Glass Table Girls by The Weeknd, What You Need by The Weeknd, Moth To A Flame (with The Weeknd) by Swedish House Mafia, São Paulo (feat. Anitta) by The Weeknd, Earned It (Fifty Shades Of Grey) by The Weeknd

","
The number of times you played your number one top song is: 2

","
Your top 3 genres so far are R&B, Pop, Electronic

"
